C_Reg;C_Dpt;C_Arr;C_Cant;C_Com;N_Com_min;N_Com_maj;Cp;Pop90;Pop99
91;48;1;13;48094;Massegros (Le);MASSEGROS (LE);48500;321;322
91;48;2;99;48095;Mende;MENDE;48000;11286;11804
91;48;1;15;48096;Meyrueis;MEYRUEIS;48150;907;851
91;48;1;22;48097;Moissac-Vallée-Française;MOISSAC-VALLEE-FRANCAISE;48110;178;228
91;48;1;02;48098;Molezon;MOLEZON;48110;63;85
91;48;2;23;48099;Monastier-Pin-Moriès (Le);MONASTIER-PIN-MORIES (LE);48100;795;723
91;48;2;06;48100;Montbel;MONTBEL;48170;164;139
91;48;1;21;48101;Montbrun;MONTBRUN;48210;72;71
91;48;2;12;48103;Montrodat;MONTRODAT;48100;968;984
91;48;2;16;48104;Nasbinals;NASBINALS;48260;503;504
91;48;2;10;48105;Naussac;NAUSSAC;48300;117;189
91;48;2;08;48106;Noalhac;NOALHAC;48310;88;82
91;48;2;12;48107;Palhers;PALHERS;48100;205;172
91;48;2;09;48108;Panouse (La);PANOUSE (LA);48600;129;105
91;48;2;11;48110;Paulhac-en-Margeride;PAULHAC-EN-MARGERIDE;48140;127;120
91;48;2;14;48111;Pelouse;PELOUSE;48000;151;151
91;48;2;06;48112;Pierrefiche;PIERREFICHE;48300;123;153
91;48;1;02;48115;Pompidou (Le);POMPIDOU (LE);48110;158;154
91;48;1;17;48116;Pont-de-Montvert (Le);PONT-DE-MONTVERT (LE);48220;281;272
91;48;2;24;48117;Pourcharesses;POURCHARESSES;48800;110;108
91;48;2;24;48119;Prévenchères;PREVENCHERES;48800;192;215
91;48;2;16;48120;Prinsuéjols;PRINSUEJOLS;48100;163;163
91;48;2;11;48121;Prunières;PRUNIERES;48200;169;175
91;48;1;21;48122;Quézac;QUEZAC;48320;239;245
91;48;2;16;48123;Recoules-d'Aubrac;RECOULES-D'AUBRAC;48260;284;272
91;48;2;12;48124;Recoules-de-Fumas;RECOULES-DE-FUMAS;48100;104;91
91;48;1;13;48125;Recoux (Le);RECOUX (LE);48500;114;110
91;48;2;19;48126;Ribennes;RIBENNES;48700;215;172
91;48;2;19;48127;Rieutort-de-Randon;RIEUTORT-DE-RANDON;48700;585;646
91;48;2;20;48128;Rimeize;RIMEIZE;48200;458;514
91;48;2;10;48129;Rocles;ROCLES;48300;192;197
91;48;1;07;48130;Rousses;ROUSSES;48400;69;86
91;48;1;15;48131;Rozier (Le);ROZIER (LE);48150;157;153
91;48;2;18;48132;Saint-Alban-sur-Limagnole;SAINT-ALBAN-SUR-LIMAGNOLE;48120;1928;1598
91;48;2;19;48133;Saint-Amans;SAINT-AMANS;48700;141;133
91;48;1;17;48134;Saint-Andéol-de-Clerguemort;SAINT-ANDEOL-DE-CLERGUEMORT;48160;55;73
91;48;2;24;48135;Saint-André-Capcèze;SAINT-ANDRE-CAPCEZE;48800;113;145
91;48;1;22;48136;Saint-André-de-Lancize;SAINT-ANDRE-DE-LANCIZE;48240;106;112
91;48;2;25;48137;Saint-Bauzile;SAINT-BAUZILE;48000;472;504
91;48;2;12;48138;Saint-Bonnet-de-Chirac;SAINT-BONNET-DE-CHIRAC;48100;58;57
91;48;2;09;48139;Saint-Bonnet-de-Montauroux;SAINT-BONNET-DE-MONTAUROUX;48600;146;128
91;48;2;20;48140;Saint-Chély-d'Apcher;SAINT-CHELY-D'APCHER;48200;4570;4316
91;48;1;21;48141;Mas-Saint-Chély;MAS-SAINT-CHELY;48210;104;109
91;48;2;01;48142;Sainte-Colombe-de-Peyre;SAINTE-COLOMBE-DE-PEYRE;48130;176;203
91;48;1;02;48144;Sainte-Croix-Vallée-Française;SAINTE-CROIX-VALLEE-FRANCAISE;48110;312;279
91;48;2;19;48145;Saint-Denis-en-Margeride;SAINT-DENIS-EN-MARGERIDE;48700;254;207
91;48;1;21;48146;Sainte-Enimie;SAINTE-ENIMIE;48210;473;509
91;48;2;25;48147;Saint-Étienne-du-Valdonnez;SAINT-ETIENNE-DU-VALDONNEZ;48000;384;469
91;48;1;22;48148;Saint-Étienne-Vallée-Française;SAINT-ETIENNE-VALLEE-FRANCAISE;48330;456;487
91;48;2;18;48149;Sainte-Eulalie;SAINTE-EULALIE;48120;60;64
91;48;2;10;48150;Saint-Flour-de-Mercoire;SAINT-FLOUR-DE-MERCOIRE;48300;113;121
91;48;2;03;48151;Saint-Frézal-d'Albuges;SAINT-FREZAL-D'ALBUGES;48170;56;42
91;48;1;17;48152;Saint-Frézal-de-Ventalon;SAINT-FREZAL-DE-VENTALON;48240;106;143
91;48;2;19;48153;Saint-Gal;SAINT-GAL;48700;51;56
91;48;1;13;48154;Saint-Georges-de-Lévéjac;SAINT-GEORGES-DE-LEVEJAC;48500;241;243
91;48;1;22;48155;Saint-Germain-de-Calberte;SAINT-GERMAIN-DE-CALBERTE;48370;478;485
91;48;2;23;48156;Saint-Germain-du-Teil;SAINT-GERMAIN-DU-TEIL;48340;804;803
91;48;2;03;48157;Sainte-Hélène;SAINTE-HELENE;48190;47;52
91;48;1;22;48158;Saint-Hilaire-de-Lavit;SAINT-HILAIRE-DE-LAVIT;48160;72;86
91;48;2;06;48160;Saint-Jean-la-Fouillouse;SAINT-JEAN-LA-FOUILLOUSE;48170;175;148
91;48;2;08;48161;Saint-Juéry;SAINT-JUERY;48310;67;60
91;48;1;02;48162;Saint-Julien-d'Arpaon;SAINT-JULIEN-D'ARPAON;48400;68;134
91;48;1;22;48163;Saint-Julien-des-Points;SAINT-JULIEN-DES-POINTS;48160;76;91
91;48;2;03;48164;Saint-Julien-du-Tournel;SAINT-JULIEN-DU-TOURNEL;48190;109;109
91;48;2;12;48165;Saint-Laurent-de-Muret;SAINT-LAURENT-DE-MURET;48100;182;164
91;48;1;07;48166;Saint-Laurent-de-Trèves;SAINT-LAURENT-DE-TREVES;48400;107;136
91;48;2;08;48167;Saint-Laurent-de-Veyrès;SAINT-LAURENT-DE-VEYRES;48310;34;37
91;48;2;12;48168;Saint-Léger-de-Peyre;SAINT-LEGER-DE-PEYRE;48100;172;176
91;48;2;11;48169;Saint-Léger-du-Malzieu;SAINT-LEGER-DU-MALZIEU;48140;235;189
91;48;1;22;48170;Saint-Martin-de-Boubaux;SAINT-MARTIN-DE-BOUBAUX;48160;149;163
91;48;1;22;48171;Saint-Martin-de-Lansuscle;SAINT-MARTIN-DE-LANSUSCLE;48110;102;141
91;48;1;17;48172;Saint-Maurice-de-Ventalon;SAINT-MAURICE-DE-VENTALON;48220;55;80
91;48;1;22;48173;Saint-Michel-de-Dèze;SAINT-MICHEL-DE-DEZE;48160;160;191
91;48;2;09;48174;Saint-Paul-le-Froid;SAINT-PAUL-LE-FROID;48600;221;186
91;48;2;23;48175;Saint-Pierre-de-Nogaret;SAINT-PIERRE-DE-NOGARET;48340;188;158
91;48;1;15;48176;Saint-Pierre-des-Tripiers;SAINT-PIERRE-DES-TRIPIERS;48150;63;79
91;48;2;11;48177;Saint-Pierre-le-Vieux;SAINT-PIERRE-LE-VIEUX;48200;236;241
91;48;1;22;48178;Saint-Privat-de-Vallongue;SAINT-PRIVAT-DE-VALLONGUE;48240;255;249
91;48;2;11;48179;Saint-Privat-du-Fau;SAINT-PRIVAT-DU-FAU;48140;120;118
91;48;1;13;48180;Saint-Rome-de-Dolan;SAINT-ROME-DE-DOLAN;48500;54;73
91;48;2;04;48181;Saint-Saturnin;SAINT-SATURNIN;48500;63;73
91;48;2;06;48182;Saint-Sauveur-de-Ginestoux;SAINT-SAUVEUR-DE-GINESTOUX;48170;81;68
91;48;2;01;48183;Saint-Sauveur-de-Peyre;SAINT-SAUVEUR-DE-PEYRE;48130;241;251
91;48;2;09;48184;Saint-Symphorien;SAINT-SYMPHORIEN;48600;307;257
91;48;2;05;48185;Salelles (Les);SALELLES (LES);48230;99;118
91;48;1;07;48186;Salle-Prunet (La);SALLE-PRUNET (LA);48400;115;129
91;48;2;23;48187;Salces (Les);SALCES (LES);48100;89;82
91;48;2;18;48188;Serverette;SERVERETTE;48700;324;290
91;48;2;19;48189;Servières;SERVIERES;48000;114;152
91;48;2;08;48190;Termes;TERMES;48310;172;202
91;48;2;04;48191;Tieule (La);TIEULE (LA);48500;54;68
91;48;2;23;48192;Trélans;TRELANS;48340;127;113
91;48;1;07;48193;Vebron;VEBRON;48400;188;197
91;48;1;17;48194;Vialas;VIALAS;48220;384;425
91;48;1;13;48195;Vignes (Les);VIGNES (LES);48210;103;118
91;48;2;19;48197;Villedieu (La);VILLEDIEU (LA);48700;62;51
91;48;2;24;48198;Villefort;VILLEFORT;48800;700;620
52;49;1;32;49001;Alleuds (Les);ALLEUDS (LES);49320;564;636
52;49;3;27;49002;Allonnes;ALLONNES;49650;2498;2558
52;49;3;15;49003;Ambillou-Château;AMBILLOU-CHATEAU;49700;726;807
52;49;1;36;49004;Andard;ANDARD;49800;2085;2184
52;49;4;16;49005;Andigné;ANDIGNE;49220;267;262
52;49;2;06;49006;Andrezé;ANDREZE;49600;1803;1799
52;49;1;99;49007;Angers;ANGERS;49000-49100;141404;151279
52;49;4;07;49008;Angrie;ANGRIE;49440;700;678
52;49;3;20;49009;Antoigné;ANTOIGNE;49260;418;414
52;49;4;24;49010;Armaillé;ARMAILLE;49420;297;290
52;49;3;29;49011;Artannes-sur-Thouet;ARTANNES-SUR-THOUET;49260;328;399
52;49;3;34;49012;Aubigné-sur-Layon;AUBIGNE-SUR-LAYON;49540;263;334
52;49;3;22;49013;Auverse;AUVERSE;49490;356;390
52;49;4;30;49014;Aviré;AVIRE;49500;433;421
52;49;1;41;49015;Avrillé;AVRILLE;49240;12878;12991
52;49;1;14;49017;Baracé;BARACE;49430;301;317
52;49;3;04;49018;Baugé;BAUGE;49150;3748;3663
52;49;1;31;49019;Bauné;BAUNE;49140;1142;1290
52;49;1;38;49020;Beaucouzé;BEAUCOUZE;49070;3867;4851
52;49;1;05;49021;Beaufort-en-Vallée;BEAUFORT-EN-VALLEE;49250;5364;5390
52;49;1;32;49022;Beaulieu-sur-Layon;BEAULIEU-SUR-LAYON;49750;981;1069
52;49;2;06;49023;Beaupréau;BEAUPREAU;49600;5937;6217
52;49;2;25;49024;Beausse;BEAUSSE;49410;372;361
52;49;1;31;49025;Beauvau;BEAUVAU;49140;196;209
52;49;1;18;49026;Bécon-les-Granits;BECON-LES-GRANITS;49370;2252;2327
52;49;2;06;49027;Bégrolles-en-Mauges;BEGROLLES-EN-MAUGES;49122;1520;1531
52;49;1;26;49028;Béhuard;BEHUARD;49170;94;110
52;49;1;23;49029;Blaison-Gohier;BLAISON-GOHIER;49320;863;951
52;49;3;17;49030;Blou;BLOU;49160;752;824
52;49;3;04;49031;Bocé;BOCE;49150;480;501
52;49;1;23;49032;Bohalle (La);BOHALLE (LA);49800;1101;1242
52;49;2;21;49033;Boissière-sur-Èvre (La);BOISSIERE-SUR-EVRE (LA);49110;365;367
52;49;2;25;49034;Botz-en-Mauges;BOTZ-EN-MAUGES;49110;760;666
52;49;1;38;49035;Bouchemaine;BOUCHEMAINE;49080;5799;6153
52;49;4;24;49036;Bouillé-Ménard;BOUILLE-MENARD;49520;719;638
52;49;4;30;49037;Bourg-d'Iré (Le);BOURG-D'IRE (LE);49520;782;724
52;49;4;24;49038;Bourg-l'Évêque;BOURG-L'EVEQUE;49520;198;214
52;49;2;25;49039;Bourgneuf-en-Mauges;BOURGNEUF-EN-MAUGES;49290;663;687
52;49;2;09;49040;Bouzillé;BOUZILLE;49530;1305;1275
52;49;3;27;49041;Brain-sur-Allonnes;BRAIN-SUR-ALLONNES;49650;1801;1793
52;49;1;36;49042;Brain-sur-l'Authion;BRAIN-SUR-L'AUTHION;49800;2622;2803
52;49;4;16;49043;Brain-sur-Longuenée;BRAIN-SUR-LONGUENEE;49220;669;768
52;49;3;22;49044;Breil;BREIL;49490;289;309
52;49;3;27;49045;Breille-les-Pins (La);BREILLE-LES-PINS (LA);49390;345;444
52;49;3;20;49046;Brézé;BREZE;49260;1379;1299
52;49;3;13;49047;Brigné;BRIGNE;49700;294;316
52;49;1;33;49048;Briollay;BRIOLLAY;49125;2005;2282
52;49;1;05;49049;Brion;BRION;49250;916;1021
52;49;1;32;49050;Brissac-Quincé;BRISSAC-QUINCE;49320;2275;2296
52;49;4;10;49051;Brissarthe;BRISSARTHE;49330;521;528
52;49;3;22;49052;Broc;BROC;49490;331;315
52;49;3;20;49053;Brossay;BROSSAY;49700;300;243
52;49;4;07;49054;Candé;CANDE;49440;2542;2595
52;49;1;39;49055;Cantenay-Épinard;CANTENAY-EPINARD;49460;1632;1865
52;49;4;24;49056;Carbay;CARBAY;49420;214;208
52;49;3;34;49057;Cernusson;CERNUSSON;49310;270;279
52;49;2;12;49058;Cerqueux (Les);CERQUEUX (LES);49360;632;641
52;49;3;34;49059;Cerqueux-sous-Passavant (Les);CERQUEUX-SOUS-PASSAVANT (LES);49310;477;445
52;49;3;29;49060;Chacé;CHACE;49400;1282;1309
52;49;4;07;49061;Challain-la-Potherie;CHALLAIN-LA-POTHERIE;49440;873;774
52;49;3;22;49062;Chalonnes-sous-le-Lude;CHALONNES-SOUS-LE-LUDE;49490;142;134
52;49;1;08;49063;Chalonnes-sur-Loire;CHALONNES-SUR-LOIRE;49290;5354;5594
52;49;4;16;49064;Chambellay;CHAMBELLAY;49220;268;299
52;49;4;10;49065;Champigné;CHAMPIGNE;49330;1461;1501
52;49;1;32;49066;Champ-sur-Layon;CHAMP-SUR-LAYON;49380;785;803
52;49;4;10;49067;Champteussé-sur-Baconne;CHAMPTEUSSE-SUR-BACONNE;49220;183;187
52;49;1;26;49068;Champtocé-sur-Loire;CHAMPTOCE-SUR-LOIRE;49123;1335;1533
52;49;2;09;49069;Champtoceaux;CHAMPTOCEAUX;49270;1524;1748
52;49;2;12;49070;Chanteloup-les-Bois;CHANTELOUP-LES-BOIS;49340;664;632
52;49;1;32;49071;Chanzeaux;CHANZEAUX;49750;907;944
52;49;2;06;49072;Chapelle-du-Genêt (La);CHAPELLE-DU-GENET (LA);49600;924;1002
52;49;4;24;49073;Chapelle-Hullin (La);CHAPELLE-HULLIN (LA);49420;145;140
52;49;2;11;49074;Chapelle-Rousselin (La);CHAPELLE-ROUSSELIN (LA);49120;578;596
52;49;2;25;49075;Chapelle-Saint-Florent (La);CHAPELLE-SAINT-FLORENT (LA);49410;1186;1064
52;49;1;31;49076;Chapelle-Saint-Laud (La);CHAPELLE-SAINT-LAUD (LA);49140;404;420
52;49;4;30;49077;Chapelle-sur-Oudon (La);CHAPELLE-SUR-OUDON (LA);49500;529;483
52;49;1;32;49078;Charcé-Saint-Ellier-sur-Aubance;CHARCE-SAINT-ELLIER-SUR-AUBANCE;49320;574;628
52;49;3;04;49079;Chartrené;CHARTRENE;49150;49;54
52;49;4;10;49080;Châteauneuf-sur-Sarthe;CHATEAUNEUF-SUR-SARTHE;49330;2370;2409
52;49;4;30;49081;Châtelais;CHATELAIS;49520;664;576
52;49;1;08;49082;Chaudefonds-sur-Layon;CHAUDEFONDS-SUR-LAYON;49290;827;791
52;49;2;21;49083;Chaudron-en-Mauges;CHAUDRON-EN-MAUGES;49110;1551;1409
52;49;1;31;49084;Chaumont-d'Anjou;CHAUMONT-D'ANJOU;49140;261;252
52;49;2;21;49085;Chaussaire (La);CHAUSSAIRE (LA);49600;644;610
52;49;1;32;49086;Chavagnes;CHAVAGNES;49380;695;777
52;49;3;22;49087;Chavaignes;CHAVAIGNES;49490;97;113
52;49;4;24;49088;Chazé-Henry;CHAZE-HENRY;49420;1046;940
52;49;4;07;49089;Chazé-sur-Argos;CHAZE-SUR-ARGOS;49500;854;841
52;49;1;33;49090;Cheffes;CHEFFES;49125;857;822
52;49;3;15;49091;Chemellier;CHEMELLIER;49320;501;456
52;49;2;11;49092;Chemillé;CHEMILLE;49120;6016;6169
52;49;4;10;49093;Chemiré-sur-Sarthe;CHEMIRE-SUR-SARTHE;49640;263;244
52;49;3;15;49094;Chênehutte-Trèves-Cunault;CHENEHUTTE-TREVES-CUNAULT;49350;1153;1102
52;49;4;10;49095;Chenillé-Changé;CHENILLE-CHANGE;49220;150;148
52;49;4;10;49096;Cherré;CHERRE;49330;378;397
52;49;3;04;49097;Cheviré-le-Rouge;CHEVIRE-LE-ROUGE;49150;756;724
52;49;3;22;49098;Chigné;CHIGNE;49490;302;271
52;49;2;99;49099;Cholet;CHOLET;49300;55132;54204
52;49;3;20;49100;Cizay-la-Madeleine;CIZAY-LA-MADELEINE;49700;400;412
52;49;3;04;49101;Clefs;CLEFS;49150;801;869
52;49;3;34;49102;Cléré-sur-Layon;CLERE-SUR-LAYON;49560;408;351
52;49;4;24;49103;Combrée;COMBREE;49520;2560;2410
52;49;3;13;49104;Concourson-sur-Layon;CONCOURSON-SUR-LAYON;49700;532;546
52;49;4;10;49105;Contigné;CONTIGNE;49330;588;597
52;49;1;05;49106;Corné;CORNE;49630;2310;2572
52;49;1;31;49107;Cornillé-les-Caves;CORNILLE-LES-CAVES;49140;469;438
52;49;1;18;49108;Cornuaille (La);CORNUAILLE (LA);49440;719;791
52;49;3;34;49109;Coron;CORON;49690;1376;1304
52;49;1;31;49110;Corzé;CORZE;49140;1365;1520
52;49;2;11;49111;Cossé-d'Anjou;COSSE-D'ANJOU;49120;360;407
52;49;3;20;49112;Coudray-Macouard (Le);COUDRAY-MACOUARD (LE);49260;956;865
52;49;3;20;49113;Courchamps;COURCHAMPS;49260;426;430
52;49;3;17;49114;Courléon;COURLEON;49390;165;126
52;49;3;15;49115;Coutures;COUTURES;49320;481;478
52;49;3;04;49116;Cuon;CUON;49150;416;481
52;49;1;23;49117;Daguenière (La);DAGUENIERE (LA);49800;1196;1246
52;49;1;14;49119;Daumeray;DAUMERAY;49640;1140;1312
52;49;1;08;49120;Denée;DENEE;49190;1235;1391
52;49;3;13;49121;Dénezé-sous-Doué;DENEZE-SOUS-DOUE;49700;371;404
52;49;3;22;49122;Dénezé-sous-le-Lude;DENEZE-SOUS-LE-LUDE;49490;244;262
52;49;3;29;49123;Distré;DISTRE;49400;1098;1217
52;49;3;13;49125;Doué-la-Fontaine;DOUE-LA-FONTAINE;49700;7260;7450
52;49;2;09;49126;Drain;DRAIN;49530;1633;1668
52;49;1;14;49127;Durtal;DURTAL;49430;3195;3224
52;49;3;04;49128;Échemiré;ECHEMIRE;49150;491;466
52;49;1;01;49129;Écouflant;ECOUFLANT;49000;3361;3703
52;49;1;33;49130;Écuillé;ECUILLE;49460;380;457
52;49;3;20;49131;Épieds;EPIEDS;49260;587;545
52;49;1;14;49132;Étriché;ETRICHE;49330;1024;1162
52;49;1;32;49133;Faveraye-Mâchelles;FAVERAYE-MACHELLES;49380;487;495
52;49;1;32;49134;Faye-d'Anjou;FAYE-D'ANJOU;49380;907;1033
52;49;1;33;49135;Feneu;FENEU;49460;1676;1799
52;49;4;30;49136;Ferrière-de-Flée (La);FERRIERE-DE-FLEE (LA);49500;265;262
52;49;2;21;49137;Fief-Sauvin (Le);FIEF-SAUVIN (LE);49600;1507;1455
52;49;1;05;49138;Fontaine-Guérin;FONTAINE-GUERIN;49250;628;723
52;49;1;31;49139;Fontaine-Milon;FONTAINE-MILON;49140;320;354
52;49;3;29;49140;Fontevraud-l'Abbaye;FONTEVRAUD-L'ABBAYE;49590;1108;1189
52;49;3;13;49141;Forges;FORGES;49700;201;197
52;49;3;34;49142;Fosse-de-Tigné (La);FOSSE-DE-TIGNE (LA);49540;186;184
52;49;3;04;49143;Fougeré;FOUGERE;49150;735;739
52;49;4;07;49144;Freigné;FREIGNE;49440;1017;985
52;49;2;21;49145;Fuilet (Le);FUILET (LE);49270;1796;1809
52;49;1;05;49147;Gée;GEE;49250;279;287
52;49;4;16;49148;Gené;GENE;49220;262;259
52;49;3;15;49149;Gennes;GENNES;49350;1867;1946
52;49;3;22;49150;Genneteil;GENNETEIL;49490;342;294
52;49;2;06;49151;Gesté;GESTE;49600;2447;2338
52;49;1;32;49153;Valanjou;VALANJOU;49670;2016;1914
52;49;3;15;49154;Grézillé;GREZILLE;49320;375;396
52;49;4;16;49155;Grez-Neuville;GREZ-NEUVILLE;49220;1040;1307
52;49;4;24;49156;Grugé-l'Hôpital;GRUGE-L'HOPITAL;49520;258;286
52;49;3;04;49157;Guédéniau (Le);GUEDENIAU (LE);49150;249;292
52;49;4;30;49158;Hôtellerie-de-Flée (L');HOTELLERIE-DE-FLEE (L');49500;354;375
52;49;1;14;49159;Huillé;HUILLE;49430;373;406
52;49;1;26;49160;Ingrandes;INGRANDES;49123;1410;1418
52;49;4;16;49161;Jaille-Yvon (La);JAILLE-YVON (LA);49220;239;248
52;49;2;06;49162;Jallais;JALLAIS;49510;3207;3153
52;49;1;31;49163;Jarzé;JARZE;49140;1434;1401
52;49;2;06;49165;Jubaudière (La);JUBAUDIERE (LA);49510;1116;1132
52;49;1;23;49167;Juigné-sur-Loire;JUIGNE-SUR-LOIRE;49610;2006;2273
52;49;2;11;49169;Jumellière (La);JUMELLIERE (LA);49120;1014;1063
52;49;4;10;49170;Juvardeil;JUVARDEIL;49330;779;766
52;49;3;17;49171;Lande-Chasles (La);LANDE-CHASLES (LA);49150;104;86
52;49;2;09;49172;Landemont;LANDEMONT;49270;1439;1481
52;49;3;22;49173;Lasse;LASSE;49490;226;247
52;49;1;31;49174;Lézigné;LEZIGNE;49430;583;634
52;49;3;22;49175;Linières-Bouton;LINIERES-BOUTON;49490;87;93
52;49;4;16;49176;Lion-d'Angers (Le);LION-D'ANGERS (LE);49220;3095;3347
52;49;2;09;49177;Liré;LIRE;49530;2140;2154
52;49;4;07;49178;Loiré;LOIRE;49440;747;754
52;49;2;19;49179;Longeron (Le);LONGERON (LE);49710;1955;1946
52;49;3;17;49180;Longué-Jumelles;LONGUE-JUMELLES;49160;6781;6928
52;49;3;15;49181;Louerre;LOUERRE;49700;373;372
52;49;3;13;49182;Louresse-Rochemenier;LOURESSE-ROCHEMENIER;49700;579;613
52;49;1;18;49183;Louroux-Béconnais (Le);LOUROUX-BECONNAIS (LE);49370;2011;2065
52;49;4;30;49184;Louvaines;LOUVAINES;49500;417;438
52;49;1;31;49185;Lué-en-Baugeois;LUE-EN-BAUGEOIS;49140;291;285
52;49;1;32;49186;Luigné;LUIGNE;49320;166;179
52;49;4;30;49187;Marans;MARANS;49500;409;428
52;49;1;31;49188;Marcé;MARCE;49140;619;637
52;49;4;10;49189;Marigné;MARIGNE;49330;514;523
52;49;2;25;49190;Marillais (Le);MARILLAIS (LE);49410;651;674
52;49;3;13;49191;Martigné-Briand;MARTIGNE-BRIAND;49540;1689;1705
52;49;2;12;49192;Maulévrier;MAULEVRIER;49360;2610;2830
52;49;2;06;49193;May-sur-Èvre (Le);MAY-SUR-EVRE (LE);49122;3914;3891
52;49;1;05;49194;Mazé;MAZE;49630;3714;3875
52;49;2;12;49195;Mazières-en-Mauges;MAZIERES-EN-MAUGES;49280;836;954
52;49;1;39;49196;Meignanne (La);MEIGNANNE (LA);49770;1576;2054
52;49;3;22;49197;Meigné-le-Vicomte;MEIGNE-LE-VICOMTE;49490;328;322
52;49;3;13;49198;Meigné;MEIGNE;49700;303;314
52;49;2;11;49199;Melay;MELAY;49120;1424;1420
52;49;1;39;49200;Membrolle-sur-Longuenée (La);MEMBROLLE-SUR-LONGUENEE (LA);49770;1408;1453
52;49;1;05;49201;Ménitré (La);MENITRE (LA);49250;1780;1899
52;49;3;22;49202;Méon;MEON;49490;280;248
52;49;2;25;49204;Mesnil-en-Vallée (Le);MESNIL-EN-VALLEE (LE);49410;1256;1290
52;49;4;10;49205;Miré;MIRE;49330;958;969
52;49;2;19;49206;Montfaucon-Montigné;MONTFAUCON-MONTIGNE;49230;1808;1722
52;49;3;13;49207;Montfort;MONTFORT;49700;135;111
52;49;4;30;49208;Montguillon;MONTGUILLON;49500;172;165
52;49;1;14;49209;Montigné-lès-Rairies;MONTIGNE-LES-RAIRIES;49430;365;350
52;49;3;34;49211;Montilliers;MONTILLIERS;49310;1086;1121
52;49;2;25;49212;Montjean-sur-Loire;MONTJEAN-SUR-LOIRE;49570;2469;2652
52;49;3;04;49213;Montpollin;MONTPOLLIN;49150;129;129
52;49;1;39;49214;Montreuil-Juigné;MONTREUIL-JUIGNE;49460;6451;6666
52;49;3;20;49215;Montreuil-Bellay;MONTREUIL-BELLAY;49260;4041;4112
52;49;1;33;49216;Montreuil-sur-Loir;MONTREUIL-SUR-LOIR;49140;294;299
52;49;4;16;49217;Montreuil-sur-Maine;MONTREUIL-SUR-MAINE;49220;469;558
52;49;2;21;49218;Montrevault;MONTREVAULT;49110;1298;1180
52;49;3;29;49219;Montsoreau;MONTSOREAU;49730;561;544
52;49;1;14;49220;Morannes;MORANNES;49640;1534;1599
52;49;3;17;49221;Mouliherne;MOULIHERNE;49390;951;854
52;49;1;23;49222;Mozé-sur-Louet;MOZE-SUR-LOUET;49610;1802;2000
52;49;1;23;49223;Mûrs-Erigné;MURS-ERIGNE;49610;4224;5115
52;49;3;27;49224;Neuillé;NEUILLE;49680;860;869
52;49;2;11;49225;Neuvy-en-Mauges;NEUVY-EN-MAUGES;49120;729;709
52;49;4;24;49226;Noëllet;NOELLET;49520;451;393
52;49;1;32;49227;Notre-Dame-d'Allençon;NOTRE-DAME-D'ALLENCON;49380;382;418
52;49;3;22;49228;Noyant;NOYANT;49490;1722;1839
52;49;4;30;49229;Noyant-la-Gravoyère;NOYANT-LA-GRAVOYERE;49520;1813;1761
52;49;3;15;49230;Noyant-la-Plaine;NOYANT-LA-PLAINE;49700;191;180
52;49;2;12;49231;Nuaillé;NUAILLE;49340;1261;1356
52;49;3;34;49232;Nueil-sur-Layon;NUEIL-SUR-LAYON;49560;1431;1319
52;49;4;30;49233;Nyoiseau;NYOISEAU;49500;1233;1275
52;49;3;22;49234;Parçay-les-Pins;PARCAY-LES-PINS;49390;923;1016
52;49;3;29;49235;Parnay;PARNAY;49730;438;460
52;49;3;34;49236;Passavant-sur-Layon;PASSAVANT-SUR-LAYON;49560;124;135
52;49;3;22;49237;Pellerine (La);PELLERINE (LA);49490;143;135
52;49;1;01;49238;Pellouailles-les-Vignes;PELLOUAILLES-LES-VIGNES;49112;1696;2154
52;49;2;06;49239;Pin-en-Mauges (Le);PIN-EN-MAUGES (LE);49110;1134;1218
52;49;3;34;49240;Plaine (La);PLAINE (LA);49360;817;811
52;49;1;02;49241;Plessis-Grammoire (Le);PLESSIS-GRAMMOIRE (LE);49124;1718;2013
52;49;1;39;49242;Plessis-Macé (Le);PLESSIS-MACE (LE);49770;770;950
52;49;2;06;49243;Poitevinière (La);POITEVINIERE (LA);49510;998;976
52;49;2;25;49244;Pommeraye (La);POMMERAYE (LA);49620;3564;3623
52;49;3;04;49245;Pontigné;PONTIGNE;49150;192;214
52;49;1;23;49246;Ponts-de-Cé (Les);PONTS-DE-CE (LES);49130;11032;11387
52;49;1;26;49247;Possonnière (La);POSSONNIERE (LA);49170;1962;2128
52;49;4;24;49248;Pouancé;POUANCE;49420;3279;3307
52;49;4;16;49249;Pouëze (La);POUEZE (LA);49370;1437;1424
52;49;4;24;49250;Prévière (La);PREVIERE (LA);49420;275;288
52;49;4;16;49251;Pruillé;PRUILLE;49220;422;531
52;49;2;21;49252;Puiset-Doré (Le);PUISET-DORE (LE);49600;968;928
52;49;3;20;49253;Puy-Notre-Dame (Le);PUY-NOTRE-DAME (LE);49260;1322;1236
52;49;4;10;49254;Querré;QUERRE;49330;241;237
52;49;1;32;49256;Rablay-sur-Layon;RABLAY-SUR-LAYON;49750;571;635
52;49;1;14;49257;Rairies (Les);RAIRIES (LES);49430;854;866
52;49;2;19;49258;Renaudière (La);RENAUDIERE (LA);49450;777;791
